,q_values,state,action
168,[[7.715886  8.902481  7.3808856]],"[ 0.36846753  0.12715062 -0.34047114 -0.88032658  0.00903653  0.
  1.          0.        ]",[0. 1. 0.]
169,[[8.386125 9.168024 9.298733]],"[ 0.2538981   0.08088472 -0.37438136 -0.9242657   0.          1.
  0.          0.        ]",[0. 0. 1.]
170,[[7.2710376 7.8248925 6.841186 ]],"[ 2.57072587e-01  8.63618091e-03 -9.96975170e-01 -8.81950408e-01
  9.97370169e-04  0.00000000e+00  1.00000000e+00  0.00000000e+00]",[0. 1. 0.]
171,[[7.655412  8.41366   7.8409543]],"[ 0.34126629  0.09571446 -0.63531107 -0.85921615  0.02763318  0.
  1.          0.        ]",[0. 1. 0.]
172,[[ 9.219622  10.2353945 11.376274 ]],"[ 0.4680168   0.25122034 -0.13592452 -0.70251365  0.          1.
  0.          0.        ]",[0. 0. 1.]
173,[[8.1580925 9.670547  7.60723  ]],"[ 0.34294761  0.22728478 -0.0803724  -0.84971371 -0.0247716   0.
  1.          0.        ]",[0. 1. 0.]
174,[[6.932894 7.114575 5.621641]],"[ 0.26107264  0.13257208 -0.47361334 -0.80679737 -0.04305691  0.
  1.          0.        ]",[0. 1. 0.]
175,[[5.9663506 6.222687  3.6966796]],"[ 0.26062621  0.06319523 -0.47361334 -0.89454801 -0.04315731  0.
  1.          0.        ]",[0. 1. 0.]
176,[[5.7232943 5.9038033 3.0772116]],"[ 0.26723688  0.0552487  -0.44931509 -0.85766059 -0.04103312  0.
  1.          0.        ]",[0. 1. 0.]
177,[[5.8508296 6.090805  3.4824448]],"[ 0.27101715  0.02675229 -0.44931509 -0.9031323  -0.03989436  0.
  1.          0.        ]",[0. 1. 0.]
178,[[5.7938094 6.007739  3.3025668]],"[ 0.29536128  0.03066409 -0.36954856 -0.91971387 -0.03289743  0.
  1.          0.        ]",[0. 1. 0.]
179,[[6.0781827 6.3549995 3.9417765]],"[ 0.26874219  0.00685522 -0.36954856 -0.90251403 -0.03744562  0.
  1.          0.        ]",[0. 1. 0.]
180,[[5.765985  5.979994  3.3225996]],"[ 0.44853389  0.34554643  0.24415274 -0.74766315  0.01774756  0.
  1.          0.        ]",[0. 1. 0.]
181,[[ 9.426128  9.536626 11.065015]],"[ 0.29362528  0.25860375  0.24415274 -0.85891754  0.          1.
  0.          0.        ]",[0. 0. 1.]
182,[[7.2231555 7.786108  6.5401845]],"[ 0.31881717  0.20623828  0.24415274 -0.89313346  0.00781935  0.
  1.          0.        ]",[0. 1. 0.]
183,[[7.764122  8.056536  7.7422733]],"[ 0.40506061  0.27388221  0.39389618 -0.86407807  0.03570957  0.
  1.          0.        ]",[0. 1. 0.]
184,[[ 9.441767  9.738933 11.312517]],"[ 0.31351531  0.23178026  0.42503819 -0.88682509  0.          1.
  0.          0.        ]",[0. 0. 1.]
185,[[7.1090326 7.4733353 6.3496256]],"[ 0.22551922  0.07124233 -0.24237235 -0.90216566 -0.01710024  0.
  1.          0.        ]",[0. 1. 0.]
186,[[6.37564  6.734472 4.980997]],"[ 0.22679707  0.01267468 -0.36104634 -0.9161491  -0.01674145  0.
  1.          0.        ]",[0. 1. 0.]
187,[[6.3438005 6.675281  4.9549866]],"[ 0.29385443  0.08566171 -0.11977245 -0.90909741  0.00189691  0.
  1.          0.        ]",[0. 1. 0.]
188,[[7.328989  7.9220314 7.097801 ]],"[ 0.20600935 -0.00403793 -0.33520011 -0.92262401 -0.01419993  0.
  1.          0.        ]",[0. 1. 0.]
189,[[6.2928433 6.629561  4.9364796]],"[ 0.28962325  0.15776342 -0.0460059  -0.85828651  0.00877864  0.
  1.          0.        ]",[0. 1. 0.]
190,[[7.808039 8.399596 8.227404]],"[ 0.22660773  0.13452216 -0.00773558 -0.87369089 -0.00261569  0.
  1.          0.        ]",[0. 1. 0.]
191,[[6.941186  7.449865  6.3742785]],"[ 0.24725049  0.13399502 -0.00773558 -0.9033537   0.00275104  0.
  1.          0.        ]",[0. 1. 0.]
192,[[7.200221 7.767273 6.887578]],"[ 0.28184709  0.19940378  0.0909052  -0.89930785  0.01155121  0.
  1.          0.        ]",[0. 1. 0.]
193,[[7.8350515 8.284854  8.118698 ]],"[ 0.30310979  0.21298416  0.25915054 -0.82332599  0.01685598  0.
  1.          0.        ]",[0. 1. 0.]
194,[[8.183776 8.53616  8.932412]],"[ 0.30585881  0.25281952  0.26998809 -0.90069049  0.          1.
  0.          0.        ]",[0. 0. 1.]
195,[[7.1998796 7.7275376 6.4300203]],"[ 0.31281211  0.18891072  0.18721367 -0.90134449  0.00157774  0.
  1.          0.        ]",[0. 1. 0.]
196,[[7.46232   7.774964  7.0731335]],"[ 0.3632613   0.28414673  0.29748615 -0.90276287  0.01289169  0.
  1.          0.        ]",[0. 1. 0.]
197,[[8.343794 8.48977  8.706716]],"[ 0.38652842  0.31171197  0.40567114 -0.90774794  0.          1.
  0.          0.        ]",[0. 0. 1.]
198,[[7.4499063 7.9775743 6.4439   ]],"[ 0.39685744  0.25883598  0.44511022 -0.93331896  0.00230357  0.
  1.          0.        ]",[0. 1. 0.]
199,[[7.84163   7.862301  7.3318815]],"[ 0.34993455  0.18644145  0.23456406 -0.93943145 -0.00273549  0.
  1.          0.        ]",[0. 1. 0.]
200,[[7.3544707 7.596168  6.5842566]],"[ 0.3528983   0.15823755  0.23456406 -0.95545601 -0.0021692   0.
  1.          0.        ]",[0. 1. 0.]
201,[[7.2875605 7.5899053 6.468213 ]],"[ 0.37073362  0.1588647   0.26952135 -0.9321022   0.00107493  0.
  1.          0.        ]",[0. 1. 0.]
202,[[7.5108747 7.8150196 6.98283  ]],"[ 0.4378207   0.25867548  0.57447786 -0.89853453  0.0136896   0.
  1.          0.        ]",[0. 1. 0.]
203,[[8.450698 8.470199 8.688666]],"[ 0.44397475  0.23913449  0.57447786 -0.86687718  0.          1.
  0.          0.        ]",[0. 0. 1.]
204,[[7.445397  7.995194  6.5185685]],"[ 0.41561947  0.1655691  -0.07380316 -0.85537446 -0.00234596  0.
  1.          0.        ]",[0. 1. 0.]
205,[[8.042644 8.567266 8.275276]],"[ 0.33905677  0.10373795 -0.07380316 -0.88909909 -0.00874898  0.
  1.          0.        ]",[0. 1. 0.]
206,[[7.1319294 7.643214  6.429214 ]],"[ 0.31040965  0.09732685  0.0830406  -0.93319964 -0.01117342  0.
  1.          0.        ]",[0. 1. 0.]
207,[[6.7183013 7.1658516 5.4479327]],"[ 0.41235895  0.14665069 -0.46455478 -0.90432928  0.00456121  0.
  1.          0.        ]",[0. 1. 0.]
208,[[8.457087 9.275394 9.123014]],"[ 0.48233257  0.35005686 -0.07634413 -0.84230215  0.01708902  0.
  1.          0.        ]",[0. 1. 0.]
209,[[ 9.752125 10.144176 11.690626]],"[ 0.55342932  0.50666809  0.19149591 -0.84926261  0.          1.
  0.          0.        ]",[0. 0. 1.]
210,[[8.532433 9.577121 7.20337 ]],"[ 0.51926238  0.38079398  0.21597574 -0.91807345 -0.00262614  0.
  1.          0.        ]",[0. 1. 0.]
211,[[8.742797 8.644613 8.732811]],"[ 0.64859421  0.40645052  0.4841675  -0.86846528  0.02927616  0.
  1.          0.        ]",[1. 0. 0.]
212,[[10.731444 10.683094 13.014505]],"[ 0.72780397  0.47808305  0.71891651 -0.71382049  0.          1.
  0.          0.        ]",[0. 0. 1.]
213,[[9.057035  9.551819  7.7867384]],"[ 0.66557193  0.3005159   0.65908948 -0.88184896 -0.00535403  0.
  1.          0.        ]",[0. 1. 0.]
214,[[8.898575 8.602456 8.739721]],"[ 0.70007195  0.2901164   0.71353305 -0.43160069  0.00692928  0.
  1.          0.        ]",[1. 0. 0.]
215,[[10.755105 10.605001 13.819861]],"[ 0.62817621  0.22179105  0.71353305 -0.79115309  0.          1.
  0.          0.        ]",[0. 0. 1.]
216,[[7.999226  8.874679  6.9275246]],"[ 0.56713156  0.13560521  0.06127295 -0.85648148 -0.00526953  0.
  1.          0.        ]",[0. 1. 0.]
217,[[8.547928 9.081223 8.967182]],"[ 0.63610089  0.16534248  0.19661933 -0.78505591  0.01448928  0.
  1.          0.        ]",[0. 1. 0.]
218,[[ 9.873392 10.470568 11.980471]],"[ 0.72695153  0.23463046  0.44888687 -0.58706474  0.          1.
  0.          0.        ]",[0. 0. 1.]
219,[[8.461382 9.980032 7.439368]],"[ 0.76052299  0.26396384  0.50946731 -0.71660173  0.01569835  0.
  1.          0.        ]",[0. 1. 0.]
220,[[10.8028   10.953794 13.482064]],"[ 0.61822163  0.2202498   0.40159167 -0.80443149  0.          1.
  0.          0.        ]",[0. 0. 1.]
221,[[8.095478  9.434301  7.1303444]],"[ 0.67822457  0.25839     0.49141052 -0.77025896  0.02295038  0.
  1.          0.        ]",[0. 1. 0.]
222,[[10.476042  10.659733  12.9463215]],"[ 0.52878134  0.15705028 -0.09638205 -0.77500156  0.          1.
  0.          0.        ]",[0. 0. 1.]
223,[[8.102362 9.5447   7.475856]],"[ 0.41204636  0.0921311  -0.09638205 -0.88340005 -0.01440878  0.
  1.          0.        ]",[0. 1. 0.]
224,[[7.2911186 7.7983294 6.546363 ]],"[ 0.43484521  0.08502291 -0.08427347 -0.9404938  -0.00821497  0.
  1.          0.        ]",[0. 1. 0.]
225,[[7.5240307 8.060824  6.940524 ]],"[ 0.37788621  0.05341062 -0.20348573 -0.9341816  -0.01524036  0.
  1.          0.        ]",[0. 1. 0.]
226,[[6.986176  7.510073  5.9003153]],"[ 0.22065259 -0.07478591 -0.92357651 -0.91176381 -0.03701306  0.
  1.          0.        ]",[0. 1. 0.]
227,[[5.7938423 6.135555  3.4995804]],"[ 0.16862851 -0.22718443 -0.51051081 -0.89560781 -0.0451325   0.
  1.          0.        ]",[0. 1. 0.]
228,[[4.7965283 4.9404974 1.7069689]],"[-0.14143609 -0.45058053  0.07885695 -0.73878919 -0.11374617  0.
  1.          0.        ]",[0. 1. 0.]
229,[[ 2.3477035  2.8124774 -3.217709 ]],"[-0.17186959 -0.47782373  0.32956137 -0.73424119 -0.12323037  0.
  1.          0.        ]",[0. 1. 0.]
230,[[ 2.0714924  2.609153  -3.888078 ]],"[-0.27665581 -0.40510573  0.32956137 -0.83223632 -0.16074019  0.
  1.          0.        ]",[0. 1. 0.]
231,[[ 1.6127175  2.2460337 -5.465125 ]],"[-0.16736302 -0.31037763  0.32956137 -0.78946865 -0.13643893  0.
  1.          0.        ]",[0. 1. 0.]
232,[[ 1.9562521  2.511487  -4.619399 ]],"[-0.11434889 -0.22419196 -0.08011651 -0.84003006 -0.12440121  0.
  1.          0.        ]",[0. 1. 0.]
233,[[ 2.4469378  2.7055852 -3.7253633]],"[-0.16719177 -0.23495389  0.04601033 -0.92106271 -0.14122915  0.
  1.          0.        ]",[0. 1. 0.]
234,[[ 2.1531072  2.5379133 -4.670488 ]],"[-0.17809141 -0.21772198  0.10324357 -0.86014131 -0.1447651   0.
  1.          0.        ]",[0. 1. 0.]
235,[[ 2.0326757  2.4514909 -4.819773 ]],"[-0.06627921 -0.15560599 -0.27420103 -0.86145123 -0.12083949  0.
  1.          0.        ]",[0. 1. 0.]
236,[[ 2.6966121  2.805425  -3.3605168]],"[-0.02421814 -0.09019766 -0.74766822 -0.82107177 -0.11159867  0.
  1.          0.        ]",[0. 1. 0.]
237,[[ 3.128814   3.0195606 -2.363771 ]],"[-0.05393141 -0.12741657 -0.50109385 -0.90777729 -0.11896408  0.
  1.          0.        ]",[1. 0. 0.]
238,[[ 2.8999982  2.888397  -3.059773 ]],"[-0.17766566 -0.18394322 -0.29916782 -0.91605467 -0.15404996  0.
  1.          0.        ]",[1. 0. 0.]
239,[[ 2.1300797  2.3686943 -4.874934 ]],"[-0.24130016 -0.32855395  0.04607767 -0.87351032 -0.17600818  0.
  1.          0.        ]",[0. 1. 0.]
240,[[ 1.5796547  2.1271067 -5.8960505]],"[-0.17041467 -0.26681568  0.04607767 -0.91000088 -0.16104247  0.
  1.          0.        ]",[0. 1. 0.]
241,[[ 1.8400621  2.312539  -5.4925365]],"[-0.19018812 -0.35004346  0.15540182 -0.91367157 -0.16734544  0.
  1.          0.        ]",[0. 1. 0.]
242,[[ 1.6846011  2.2593937 -5.7681255]],"[-0.0260986  -0.04713455 -0.44832658 -0.89602956 -0.13199527  0.
  1.          0.        ]",[0. 1. 0.]
243,[[ 2.716168   2.6735091 -3.722004 ]],"[ 0.03475479  0.15909977 -0.75712456 -0.89554656 -0.11784184  0.
  1.          0.        ]",[1. 0. 0.]
244,[[ 3.276919   3.0379486 -2.7208   ]],"[ 0.16268578  0.29142418 -0.92576559 -0.82819493 -0.08591343  0.
  1.          0.        ]",[1. 0. 0.]
245,[[4.70338    4.688138   0.22781551]],"[ 0.0559947   0.21829222 -0.65653886 -0.81902874 -0.11034369  0.
  1.          0.        ]",[1. 0. 0.]
246,[[ 3.5197873  3.3188348 -2.1286323]],"[ 0.03552818  0.1036936  -0.71435549 -0.90188173 -0.11536226  0.
  1.          0.        ]",[1. 0. 0.]
247,[[ 3.2582383  3.0384889 -2.678481 ]],"[ 0.03187272  0.02629051 -0.94801806 -0.93227128 -0.11621856  0.
  1.          0.        ]",[1. 0. 0.]
248,[[ 3.31297    3.0813131 -2.5333886]],"[-0.10830311 -0.10710303 -0.67369893 -0.85138986 -0.15281649  0.
  1.          0.        ]",[1. 0. 0.]
249,[[ 2.3325114  2.349185  -4.434446 ]],"[-0.12815282 -0.21675085 -0.53133007 -0.88234089 -0.158729    0.
  1.          0.        ]",[0. 1. 0.]
250,[[ 2.1362967  2.288282  -4.854425 ]],"[-0.12189622 -0.18071046 -0.54454841 -0.8578973  -0.15744551  0.
  1.          0.        ]",[0. 1. 0.]
251,[[ 2.169199   2.2870364 -4.7584467]],"[-0.05810821 -0.10020749 -0.78740178 -0.91906243 -0.14470626  0.
  1.          0.        ]",[0. 1. 0.]
252,[[ 2.5897558  2.5337553 -4.045798 ]],"[ 0.03442566 -0.05822974 -0.57602361 -0.8758494  -0.12553666  0.
  1.          0.        ]",[1. 0. 0.]
253,[[ 2.8884091  2.7857323 -3.3076935]],"[ 0.20575796  0.21691658 -0.61581183 -0.80503445 -0.08492686  0.
  1.          0.        ]",[1. 0. 0.]
254,[[4.5957522  4.583884   0.15672904]],"[ 0.25898843  0.29633156 -0.46118974 -0.84639969 -0.07075208  0.
  1.          0.        ]",[1. 0. 0.]
255,[[5.2606874 5.267369  1.4310534]],"[ 0.36370874  0.3625213  -0.17433502 -0.79516705 -0.04048198  0.
  1.          0.        ]",[0. 1. 0.]
256,[[6.907803  6.8071327 5.097892 ]],"[ 0.40533332  0.34459129 -0.05121636 -0.87891394 -0.02745359  0.
  1.          0.        ]",[1. 0. 0.]
257,[[7.37641   7.311971  6.0377803]],"[ 0.36708501  0.26980143  0.03449277 -0.89160789 -0.0332797   0.
  1.          0.        ]",[1. 0. 0.]
258,[[6.710216  6.68659   4.6922336]],"[ 0.40065241  0.21661025 -0.01550386 -0.9312402  -0.02356926  0.
  1.          0.        ]",[1. 0. 0.]
259,[[7.0406685 7.213849  5.5420966]],"[ 0.3091      0.16138178  0.0324494  -0.95118428 -0.03710949  0.
  1.          0.        ]",[0. 1. 0.]
260,[[5.972873  6.1510468 3.2831526]],"[ 0.20261159  0.08509322 -0.50186374 -0.93022124 -0.05465936  0.
  1.          0.        ]",[0. 1. 0.]
261,[[5.1405907 5.155173  1.6865579]],"[ 0.10284887  0.00515397 -0.9649594  -0.8657791  -0.07341602  0.
  1.          0.        ]",[0. 1. 0.]
262,[[4.445965   4.4248223  0.36098677]],"[ 0.1977943   0.0249687  -0.99535791 -0.91078376 -0.05102937  0.
  1.          0.        ]",[1. 0. 0.]
263,[[5.44647   5.6635876 2.4289467]],"[ 0.19264909  0.03133862 -0.99535791 -0.93562231 -0.05193867  0.
  1.          0.        ]",[0. 1. 0.]
264,[[5.3834934 5.5593457 2.22665  ]],"[ 0.26202324  0.07708549 -0.64977308 -0.88265098 -0.0356159   0.
  1.          0.        ]",[0. 1. 0.]
265,[[6.1478086 6.4610887 4.0636806]],"[ 0.35395748  0.19696744 -0.30666588 -0.77287623 -0.01202934  0.
  1.          0.        ]",[0. 1. 0.]
266,[[7.7475643 8.316909  7.801917 ]],"[ 0.34546307  0.22921008 -0.23182274 -0.8649943  -0.01324067  0.
  1.          0.        ]",[0. 1. 0.]
267,[[7.5106754 7.893714  7.070363 ]],"[ 0.31531495  0.18252838 -0.23182274 -0.88661326 -0.0173718   0.
  1.          0.        ]",[0. 1. 0.]
268,[[7.0193267 7.4054    6.0355854]],"[ 0.22652466  0.07127829 -0.65690928 -0.93620931 -0.02996963  0.
  1.          0.        ]",[0. 1. 0.]
269,[[6.15384   6.3978148 4.13986  ]],"[ 0.13793445 -0.10317694 -0.87946262 -0.90494308 -0.04381123  0.
  1.          0.        ]",[0. 1. 0.]
270,[[5.2176285 5.381067  2.430756 ]],"[ 0.09978159 -0.1375674  -0.80001939 -0.90159844 -0.05010514  0.
  1.          0.        ]",[0. 1. 0.]
271,[[4.849464  4.9222407 1.7035706]],"[ 0.1159136  -0.16236351 -0.569275   -0.90288602 -0.0471946   0.
  1.          0.        ]",[0. 1. 0.]
272,[[4.8088403 4.889568  1.7135464]],"[ 0.10950358 -0.12693587 -0.569275   -0.88170093 -0.0481466   0.
  1.          0.        ]",[0. 1. 0.]
273,[[4.799309  4.853863  1.7061411]],"[ 0.18928638 -0.02730811 -0.97014018 -0.90094763 -0.03460656  0.
  1.          0.        ]",[0. 1. 0.]
274,[[5.870413  6.195986  3.7143967]],"[ 0.08545764 -0.12113732 -0.84240964 -0.908014   -0.04933069  0.
  1.          0.        ]",[0. 1. 0.]
275,[[4.899349  4.965894  1.7979399]],"[ 0.06514189 -0.176707   -0.84240964 -0.93699156 -0.052369    0.
  1.          0.        ]",[0. 1. 0.]
276,[[4.764869  4.8315635 1.5174786]],"[ 0.07378355 -0.22586003 -0.74657855 -0.93011787 -0.0510789   0.
  1.          0.        ]",[0. 1. 0.]
277,[[4.7124004 4.7988114 1.5196416]],"[ 0.06766425 -0.19794369 -0.92073043 -0.92615751 -0.05188898  0.
  1.          0.        ]",[0. 1. 0.]
278,[[4.7991705 4.899671  1.6327201]],"[-0.04863549 -0.31275176 -0.38170176 -0.92070476 -0.06828903  0.
  1.          0.        ]",[0. 1. 0.]
279,[[ 3.85583     4.0916033  -0.17317554]],"[-0.21075404 -0.52327326 -0.08063829 -0.80816726 -0.09827214  0.
  1.          0.        ]",[0. 1. 0.]
280,[[ 2.8155024  3.2250628 -2.014323 ]],"[-0.22604586 -0.52595517  0.01229809 -0.90372824 -0.10160093  0.
  1.          0.        ]",[0. 1. 0.]
281,[[ 2.729242   3.2048752 -2.451026 ]],"[-0.39587743 -0.56079544  0.38354309 -0.82493323 -0.1485005   0.
  1.          0.        ]",[0. 1. 0.]
282,[[ 1.8821032  2.3262787 -4.426203 ]],"[-0.46276109 -0.52058643  0.51603046 -0.78119892 -0.1748512   0.
  1.          0.        ]",[0. 1. 0.]
283,[[ 1.6113803  2.133176  -5.124024 ]],"[-0.37731094 -0.36980257  0.48203392 -0.88447261 -0.16178871  0.
  1.          0.        ]",[0. 1. 0.]
284,[[ 1.6015707  2.2793274 -5.53454  ]],"[-0.39929575 -0.31157955  0.49785507 -0.89923894 -0.16979578  0.
  1.          0.        ]",[0. 1. 0.]
285,[[ 1.5528955  2.243357  -5.7839227]],"[-0.1877619  -0.21440402 -0.10125896 -0.89883059 -0.13558985  0.
  1.          0.        ]",[0. 1. 0.]
286,[[ 2.271312   2.5646842 -4.272086 ]],"[-0.13836776 -0.13356642 -0.64388663 -0.90995303 -0.12692128  0.
  1.          0.        ]",[0. 1. 0.]
287,[[ 2.7628222  2.7158709 -3.2893655]],"[-0.10927823 -0.10558816 -0.64388663 -0.94832009 -0.12193007  0.
  1.          0.        ]",[1. 0. 0.]
288,[[ 2.9229615  2.8443677 -3.0733228]],"[-0.17229189 -0.13706616 -0.30063995 -0.90052652 -0.13690259  0.
  1.          0.        ]",[1. 0. 0.]
289,[[ 2.402124   2.5540009 -4.1172295]],"[-0.23227247 -0.15316926 -0.15198262 -0.84189061 -0.15267736  0.
  1.          0.        ]",[0. 1. 0.]
290,[[ 2.0099478  2.3149197 -4.88323  ]],"[-0.16696544 -0.14769587 -0.15198262 -0.93537793 -0.14208668  0.
  1.          0.        ]",[0. 1. 0.]
291,[[ 2.2936943  2.533452  -4.506387 ]],"[-0.1746635  -0.13058751 -0.24602116 -0.9257096  -0.14392303  0.
  1.          0.        ]",[0. 1. 0.]
292,[[ 2.302165   2.4966102 -4.4856777]],"[-0.05755168 -0.01322331 -0.73840799 -0.89638368 -0.12529049  0.
  1.          0.        ]",[0. 1. 0.]
293,[[ 2.932322   2.7881656 -3.1459785]],"[-0.07907584  0.06005034 -0.73840799 -0.96572793 -0.12958616  0.
  1.          0.        ]",[1. 0. 0.]
294,[[ 2.9578948  2.7782254 -3.3650246]],"[-0.13251024  0.04147444 -0.59119049 -0.95431071 -0.14048952  0.
  1.          0.        ]",[1. 0. 0.]
295,[[ 2.6808026  2.5781887 -3.964031 ]],"[-0.12158598 -0.00133582 -0.47530829 -0.95242337 -0.1388969   0.
  1.          0.        ]",[1. 0. 0.]
296,[[ 2.6319065  2.5994873 -4.021766 ]],"[-0.22099123 -0.23390879 -0.15562602 -0.93024102 -0.16029709  0.
  1.          0.        ]",[1. 0. 0.]
297,[[ 1.9306331  2.3022132 -5.2911973]],"[-0.22707958 -0.32770735 -0.04312661 -0.9228486  -0.161708    0.
  1.          0.        ]",[0. 1. 0.]
298,[[ 1.7902539  2.2808585 -5.4567432]],"[-0.35289392 -0.58638666  0.27423641 -0.92163184 -0.19528288  0.
  1.          0.        ]",[0. 1. 0.]
299,[[ 1.5325384  2.1275942 -5.876071 ]],"[-0.16574696 -0.41960534  0.45429858 -0.81540335 -0.16651057  0.
  1.          0.        ]",[0. 1. 0.]
300,[[ 1.590584   2.2597575 -5.736434 ]],"[-0.28937151 -0.37378101  0.45429858 -0.85792474 -0.20243956  0.
  1.          0.        ]",[0. 1. 0.]
301,[[ 1.4596483  2.1157298 -6.3381124]],"[-0.17825905 -0.31425     0.50168847 -0.90396304 -0.18237061  0.
  1.          0.        ]",[0. 1. 0.]
302,[[ 1.5739543  2.2053518 -6.251835 ]],"[-0.06759398 -0.12448371 -0.10368202 -0.92718286 -0.16100211  0.
  1.          0.        ]",[0. 1. 0.]
303,[[ 2.0936623  2.3705943 -5.328995 ]],"[-0.16727088 -0.17621898 -0.02456339 -0.9071839  -0.18825304  0.
  1.          0.        ]",[0. 1. 0.]
304,[[ 1.6534233  2.0913363 -6.268216 ]],"[ 0.01346126 -0.0439835  -0.37034344 -0.89364326 -0.14875694  0.
  1.          0.        ]",[0. 1. 0.]
305,[[ 2.4582157  2.4939651 -4.5286956]],"[-0.01876943  0.04201293 -0.74245027 -0.89824933 -0.15688481  0.
  1.          0.        ]",[0. 1. 0.]
306,[[ 2.4963822  2.4268894 -4.5617537]],"[ 0.07076373  0.11777396 -0.76103885 -0.9324627  -0.13616864  0.
  1.          0.        ]",[1. 0. 0.]
307,[[ 2.9670203  2.7612858 -3.64769  ]],"[ 0.02636695  0.15261901 -0.93137222 -0.9372455  -0.14633494  0.
  1.          0.        ]",[1. 0. 0.]
308,[[ 2.855478   2.6540084 -3.9561095]],"[-0.00865522  0.09761925 -0.67032749 -0.93820257 -0.15450815  0.
  1.          0.        ]",[1. 0. 0.]
309,[[ 2.593642   2.4906924 -4.520481 ]],"[ 0.01876693  0.09714412 -0.58846319 -0.94769799 -0.14877669  0.
  1.          0.        ]",[1. 0. 0.]
310,[[ 2.6873174  2.5696955 -4.335706 ]],"[ 0.00682205  0.10269132 -0.58846319 -0.94433357 -0.15128829  0.
  1.          0.        ]",[1. 0. 0.]
311,[[ 2.6407304  2.5324748 -4.4411807]],"[ 0.1442513   0.23290598 -0.59101111 -0.89997907 -0.12289084  0.
  1.          0.        ]",[1. 0. 0.]
312,[[ 3.4606082  3.2540066 -2.8116045]],"[ 0.14062814  0.25640761 -0.48948347 -0.94588083 -0.12353223  0.
  1.          0.        ]",[1. 0. 0.]
313,[[ 3.4192238  3.1944828 -3.0271316]],"[ 0.1186378   0.2217167  -0.33083274 -0.84676721 -0.12724415  0.
  1.          0.        ]",[1. 0. 0.]
314,[[ 3.159882  2.978351 -3.244656]],"[ 0.15811535  0.22852356 -0.33083274 -0.95869091 -0.11965728  0.
  1.          0.        ]",[1. 0. 0.]
315,[[ 3.441039   3.2305765 -2.9561253]],"[ 0.12416674  0.16992475 -0.54394388 -0.91909114 -0.1248551   0.
  1.          0.        ]",[1. 0. 0.]
